"binomial_name","Family","Genus","Species","restoration","count","mean_DBH","mean_Height","relative_abundance","relative_abundance_percent"
"Cryptocarya unknown mixed","LAURACEAE","Cryptocarya","unknown mixed","AR",3,269.333333333333,24.6,0.137931034482759,0.137931034482759
"Cyathocalyx magnifructus","ANNONACEAE","Cyathocalyx","magnifructus","AR",1,168,14.9,0.0459770114942529,0.0459770114942529
"Dacryodes rostrata","BURSERACEAE","Dacryodes","rostrata","AR",2,147.5,18.85,0.0919540229885057,0.0919540229885057
"Dacryodes rugosa","BURSERACEAE","Dacryodes","rugosa","AR",1,153,17.8,0.0459770114942529,0.0459770114942529
"Dacryodes unknown mixed","BURSERACEAE","Dacryodes","unknown mixed","AR",5,243.4,19.92,0.229885057471264,0.229885057471264
"Dehaasia caesia","LAURACEAE","Dehaasia","caesia","AR",11,324.636363636364,20.4090909090909,0.505747126436782,0.505747126436782
"Dehaasia incrassata","LAURACEAE","Dehaasia","incrassata","AR",4,289.25,17.6,0.183908045977011,0.183908045977011
"Dehaasia unknown mixed","LAURACEAE","Dehaasia","unknown mixed","AR",2,160.5,16.8,0.0919540229885057,0.0919540229885057
"Dendrocnide elliptica","URTICACEAE","Dendrocnide","elliptica","AR",2,118.5,5.35,0.0919540229885057,0.0919540229885057
"Dillenia excelsa","DILLENIACEAE","Dillenia","excelsa","AR",2,164,14.1,0.0919540229885057,0.0919540229885057
"Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus","AR",9,126.666666666667,9.53333333333333,0.413793103448276,0.413793103448276
"Dimocarpus longan","SAPINDACEAE","Dimocarpus","longan","AR",4,171.5,14.625,0.183908045977011,0.183908045977011
"Diospyros andamanica","EBENACEAE","Diospyros","andamanica","AR",8,227,16.5125,0.367816091954023,0.367816091954023
"Diospyros cauliflora","EBENACEAE","Diospyros","cauliflora","AR",3,159.666666666667,15.9666666666667,0.137931034482759,0.137931034482759
"Diospyros curranii","EBENACEAE","Diospyros","curranii","AR",2,209.5,20.6,0.0919540229885057,0.0919540229885057
"Diospyros elliptifolia","EBENACEAE","Diospyros","elliptifolia","AR",9,160.333333333333,12.2888888888889,0.413793103448276,0.413793103448276
"Diospyros euphlebia","EBENACEAE","Diospyros","euphlebia","AR",1,121,14.1,0.0459770114942529,0.0459770114942529
"Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla","AR",12,296.25,25.4916666666667,0.551724137931034,0.551724137931034
"Diospyros muricata","EBENACEAE","Diospyros","muricata","AR",3,224.666666666667,15.6666666666667,0.137931034482759,0.137931034482759
"Diospyros pilosanthera","EBENACEAE","Diospyros","pilosanthera","AR",6,202.333333333333,20.0833333333333,0.275862068965517,0.275862068965517
"Diospyros toposia","EBENACEAE","Diospyros","toposia","AR",1,120,10.8,0.0459770114942529,0.0459770114942529
"Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata","AR",7,132.714285714286,12.3285714285714,0.32183908045977,0.32183908045977
"Diospyros unknown mixed","EBENACEAE","Diospyros","unknown mixed","AR",11,215.090909090909,21.8363636363636,0.505747126436782,0.505747126436782
"Diplospora malaccensis","RUBIACEAE","Diplospora","malaccensis","AR",1,132,20.1,0.0459770114942529,0.0459770114942529
"Dipterocarpus applanatus","DIPTEROCARPACEAE","Dipterocarpus","applanatus","AR",10,335.3,29.38,0.459770114942529,0.459770114942529
"Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus","AR",14,355.642857142857,30.5285714285714,0.64367816091954,0.64367816091954
"Dipterocarpus unknown mixed","DIPTEROCARPACEAE","Dipterocarpus","unknown mixed","AR",18,368.888888888889,28.4944444444444,0.827586206896552,0.827586206896552
"Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata","AR",29,314.51724137931,29.0241379310345,1.33333333333333,1.33333333333333
"Drypetes eriocarpa","PUTRANJIVACEAE","Drypetes","eriocarpa","AR",4,176.75,18.6,0.183908045977011,0.183908045977011
"Drypetes longifolia","PUTRANJIVACEAE","Drypetes","longifolia","AR",4,117.25,13.725,0.183908045977011,0.183908045977011
"Drypetes unknown mixed","PUTRANJIVACEAE","Drypetes","unknown mixed","AR",8,159.875,16.075,0.367816091954023,0.367816091954023
"Duabanga moluccana","SONNERATIACEAE","Duabanga","moluccana","AR",3,613.666666666667,32.7333333333333,0.137931034482759,0.137931034482759
"Durio unknown mixed","MALVACEAE","Durio","unknown mixed","AR",2,552.5,28.85,0.0919540229885057,0.0919540229885057
"Dysoxylum cyrtobotryum","MELIACEAE","Dysoxylum","cyrtobotryum","AR",4,159.5,19.65,0.183908045977011,0.183908045977011
"Dysoxylum rigidum","MELIACEAE","Dysoxylum","rigidum","AR",2,180.5,18.7,0.0919540229885057,0.0919540229885057
"Dysoxylum unknown mixed","MELIACEAE","Dysoxylum","unknown mixed","AR",1,130,21.3,0.0459770114942529,0.0459770114942529
"Elaeocarpus stipularis","ELAEOCARPACEAE","Elaeocarpus","stipularis","AR",1,254,14,0.0459770114942529,0.0459770114942529
"Elaeocarpus unknown mixed","ELAEOCARPACEAE","Elaeocarpus","unknown mixed","AR",1,374,25.4,0.0459770114942529,0.0459770114942529
"Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum","AR",13,249.307692307692,19.2076923076923,0.597701149425287,0.597701149425287
"Fagraea cuspidata","GENTIANACEAE","Fagraea","cuspidata","AR",1,111,13.2,0.0459770114942529,0.0459770114942529
"Ficus unknown mixed","MORACEAE","Ficus","unknown mixed","AR",11,648.727272727273,31.3363636363636,0.505747126436782,0.505747126436782
"Fordia brachybotrys","FABACEAE","Fordia","brachybotrys","AR",4,123.25,11.3,0.183908045977011,0.183908045977011
"Fordia splendidissima","FABACEAE","Fordia","splendidissima","AR",3,106.333333333333,12.8333333333333,0.137931034482759,0.137931034482759
"Galearia fulva","PANDACEAE","Galearia","fulva","AR",1,176,17.3,0.0459770114942529,0.0459770114942529
"Garcinia andersonii","CLUSIACEAE","Garcinia","andersonii","AR",1,126,16.3,0.0459770114942529,0.0459770114942529
"Garcinia forbesii","CLUSIACEAE","Garcinia","forbesii","AR",3,134.333333333333,11.7666666666667,0.137931034482759,0.137931034482759
"Garcinia unknown mixed","CLUSIACEAE","Garcinia","unknown mixed","AR",1,205,23.9,0.0459770114942529,0.0459770114942529
"Gironniera nervosa","ULMACEAE","Gironniera","nervosa","AR",6,171,18.45,0.275862068965517,0.275862068965517
"Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari","AR",9,130.333333333333,11.7222222222222,0.413793103448276,0.413793103448276
"Glochidion lanceisepalum","PHYLLANTHACEAE","Glochidion","lanceisepalum","AR",6,159.333333333333,16.2,0.275862068965517,0.275862068965517
"Glochidion pubicapsa","PHYLLANTHACEAE","Glochidion","pubicapsa","AR",1,219,17.3,0.0459770114942529,0.0459770114942529
"Glochidion rubrum","PHYLLANTHACEAE","Glochidion","rubrum","AR",7,162.428571428571,19.6285714285714,0.32183908045977,0.32183908045977
"Glochidion unknown mixed","PHYLLANTHACEAE","Glochidion","unknown mixed","AR",5,252.2,21.52,0.229885057471264,0.229885057471264
"Glycosmis macrantha","RUTACEAE","Glycosmis","macrantha","AR",1,130,14.8,0.0459770114942529,0.0459770114942529
"Guioa pleuropteris","SAPINDACEAE","Guioa","pleuropteris","AR",1,120,11.7,0.0459770114942529,0.0459770114942529
"Helicia excelsa","PROTEACEAE","Helicia","excelsa","AR",1,109,11.7,0.0459770114942529,0.0459770114942529
"Helicia robusta","PROTEACEAE","Helicia","robusta","AR",1,238,26.6,0.0459770114942529,0.0459770114942529
"Hopea ferruginea","DIPTEROCARPACEAE","Hopea","ferruginea","AR",4,185.5,25.675,0.183908045977011,0.183908045977011
"Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa","AR",58,198.241379310345,20.0655172413793,2.66666666666667,2.66666666666667
"Hopea nervosa","Dipterocarpaceae","Hopea","nervosa","AR",1,283,23.7,0.0459770114942529,0.0459770114942529
"Hopea sangal","DIPTEROCARPACEAE","Hopea","sangal","AR",1,232,25.2,0.0459770114942529,0.0459770114942529
"Hopea unknown mixed","DIPTEROCARPACEAE","Hopea","unknown mixed","AR",1,127,19,0.0459770114942529,0.0459770114942529
"Hubera rumphii","ANNONACEAE","Hubera","rumphii","AR",3,174.666666666667,20.8333333333333,0.137931034482759,0.137931034482759
"Hydnocarpus anomala","ACHARIACEAE","Hydnocarpus","anomala","AR",1,126,17,0.0459770114942529,0.0459770114942529
"Hydnocarpus anomalus","ACHARIACEAE","Hydnocarpus","anomalus","AR",2,267,24.3,0.0919540229885057,0.0919540229885057
"Hydnocarpus borneensis","ACHARIACEAE","Hydnocarpus","borneensis","AR",6,137,15.9666666666667,0.275862068965517,0.275862068965517
"Intsia palembanica","FABACEAE","Intsia","palembanica","AR",2,323,22.95,0.0919540229885057,0.0919540229885057
"Ixora blumei","RUBIACEAE","Ixora","blumei","AR",3,131.333333333333,13.8333333333333,0.137931034482759,0.137931034482759
"Ixora grandifolia","RUBIACEAE","Ixora","grandifolia","AR",1,125,13.6,0.0459770114942529,0.0459770114942529
"Kibara obtusa","MONIMIACEAE","Kibara","obtusa","AR",1,180,14.2,0.0459770114942529,0.0459770114942529
"Knema elmeri","MYRISTICACEAE","Knema","elmeri","AR",7,172.571428571429,18.8428571428571,0.32183908045977,0.32183908045977
"Knema latericia","MYRISTICACEAE","Knema","latericia","AR",11,155.454545454545,16.3181818181818,0.505747126436782,0.505747126436782
"Knema laurina","MYRISTICACEAE","Knema","laurina","AR",9,174.333333333333,19.2666666666667,0.413793103448276,0.413793103448276
"Knema unknown mixed","MYRISTICACEAE","Knema","unknown mixed","AR",4,198.5,21.8,0.183908045977011,0.183908045977011
"Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium","AR",45,141.136363636364,11.2477272727273,2.06896551724138,2.06896551724138
"Koompassia excelsa","FABACEAE","Koompassia","excelsa","AR",2,646.5,55.15,0.0919540229885057,0.0919540229885057
"Lansium domesticum","MELIACEAE","Lansium","domesticum","AR",4,259.75,17.9,0.183908045977011,0.183908045977011
"Leea aculeata","LEEACEAE","Leea","aculeata","AR",6,106.5,10.0166666666667,0.275862068965517,0.275862068965517
"Lepisanthes senegalensis","SAPINDACEAE","Lepisanthes","senegalensis","AR",3,111.666666666667,12.1333333333333,0.137931034482759,0.137931034482759
"Lithocarpus ewyckii","FAGACEAE","Lithocarpus","ewyckii","AR",2,268,26.2,0.0919540229885057,0.0919540229885057
"Lithocarpus gracilis","FAGACEAE","Lithocarpus","gracilis","AR",12,294.416666666667,25.6583333333333,0.551724137931034,0.551724137931034
"Lithocarpus leptogyne","FAGACEAE","Lithocarpus","leptogyne","AR",7,416.285714285714,34.6857142857143,0.32183908045977,0.32183908045977
"Lithocarpus nieuwenhuisii","FAGACEAE","Lithocarpus","nieuwenhuisii","AR",4,199.75,19.6,0.183908045977011,0.183908045977011
"Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed","AR",38,265.236842105263,24.4736842105263,1.74712643678161,1.74712643678161
"Litsea accedens","LAURACEAE","Litsea","accedens","AR",3,231,21.2666666666667,0.137931034482759,0.137931034482759
"Litsea angulata","LAURACEAE","Litsea","angulata","AR",6,173.5,16,0.275862068965517,0.275862068965517
"Litsea caulocarpa","LAURACEAE","Litsea","caulocarpa","AR",8,272,19.1,0.367816091954023,0.367816091954023
"Litsea fulva","LAURACEAE","Litsea","fulva","AR",1,164,31.4,0.0459770114942529,0.0459770114942529
"Litsea garciae","LAURACEAE","Litsea","garciae","AR",1,673,39.2,0.0459770114942529,0.0459770114942529
"Litsea grandis","LAURACEAE","Litsea","grandis","AR",4,303.5,21.575,0.183908045977011,0.183908045977011
"Litsea oppositifolia","LAURACEAE","Litsea","oppositifolia","AR",2,168.5,16.05,0.0919540229885057,0.0919540229885057
"Litsea unknown mixed","LAURACEAE","Litsea","unknown mixed","AR",11,160.363636363636,14.7090909090909,0.505747126436782,0.505747126436782
"Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum","AR",27,188.307692307692,20.7115384615385,1.24137931034483,1.24137931034483
"Ludekia borneensis","RUBIACEAE","Ludekia","borneensis","AR",3,457.333333333333,31.1,0.137931034482759,0.137931034482759
"Maasia sumatrana","ANNONACEAE","Maasia","sumatrana","AR",15,189.533333333333,19.0266666666667,0.689655172413793,0.689655172413793
"Macaranga conifera","EUPHORBIACEAE","Macaranga","conifera","AR",5,327,29.56,0.229885057471264,0.229885057471264
"Macaranga gigantea","EUPHORBIACEAE","Macaranga","gigantea","AR",24,342.391304347826,25.1434782608696,1.10344827586207,1.10344827586207
"Macaranga gigantea","Euphorbiaceae","Macaranga","gigantea","AR",3,422.333333333333,34.2333333333333,0.137931034482759,0.137931034482759
"Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca","AR",27,379.076923076923,29.8692307692308,1.24137931034483,1.24137931034483
"Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii","AR",52,422.078431372549,29.7705882352941,2.39080459770115,2.39080459770115
"Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana","AR",19,307.052631578947,22.2157894736842,0.873563218390805,0.873563218390805
"Madhuca korthalsii","SAPOTACEAE","Madhuca","korthalsii","AR",6,174.333333333333,39.3333333333333,0.275862068965517,0.275862068965517
"Magnolia candolii","MAGNOLIACEAE","Magnolia","candolii","AR",3,129.666666666667,16,0.137931034482759,0.137931034482759
"Magnolia gigantifolia","MAGNOLIACEAE","Magnolia","gigantifolia","AR",3,161.333333333333,12.5666666666667,0.137931034482759,0.137931034482759
"Mallotus korthalsii","EUPHORBIACEAE","Mallotus","korthalsii","AR",13,149.230769230769,16.5153846153846,0.597701149425287,0.597701149425287
"Mallotus lackeyi","EUPHORBIACEAE","Mallotus","lackeyi","AR",2,113,7.15,0.0919540229885057,0.0919540229885057
"Mallotus penangensis","EUPHORBIACEAE","Mallotus","penangensis","AR",26,152.269230769231,17.5846153846154,1.19540229885057,1.19540229885057
"Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1","AR",13,170.615384615385,15.4538461538462,0.597701149425287,0.597701149425287
